id,destination,weight,priority,senderName,receiverName,status,deliveryDate
PKG0131_391,Karachi,4.79,3,Usman Sheikh,Noor Malik,Out for Delivery,2025-07-25
PKG0096_392,Lahore,20.9,2,Noor Javed,Noor Raza,In Transit,2024-01-29
PKG0058_393,Peshawar,10.8,2,Maryam Raza,Usman Malik,In Transit,2026-02-28
PKG0098_394,Hyderabad,7.47,2,Ayesha Qureshi,Ahmed Khan,Out for Delivery,2026-02-12
PKG0172_395,Quetta,11.36,2,Hamza Hameed,Ali Ahmed,Out for Delivery,2024-01-22
PKG0153_396,Islamabad,7.29,1,Hamza Malik,Hamza Hameed,In Transit,2025-08-20
PKG0154_397,Karachi,0.86,1,Hassan Malik,Ahmed Khan,Delivered,2026-03-02
PKG0160_398,Lahore,21.39,3,Usman Hameed,Sara Ahmed,In Transit,2024-02-05
PKG0142_399,Multan,24.2,3,Ahmed Malik,Hamza Butt,Delivered,2024-06-26
PKG0142_400,Multan,24.2,3,Ahmed Malik,Hamza Butt,Delivered,2024-12-08
PKG0170_401,Peshawar,9.72,2,Bilal Khan,Ahmed Javed,Delivered,2024-04-05
PKG0158_402,Lahore,22.53,2,Bilal Ahmed,Zain Qureshi,In Transit,2025-07-15
PKG0060_403,Rawalpindi,11.32,3,Noor Hameed,Bilal Iqbal,In Transit,2025-01-30
PKG0016_404,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2024-07-30
PKG0003_405,Peshawar,18.04,3,Usman Hameed,Ali Javed,Out for Delivery,2025-04-22
PKG0150_406,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2024-07-01
PKG0101_407,Hyderabad,6.03,3,Usman Sheikh,Noor Hameed,Out for Delivery,2024-02-25
PKG0100_408,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2024-02-04
PKG0139_409,Faisalabad,18.44,1,Hamza Qureshi,Ali Hameed,Delivered,2026-06-05
PKG0171_410,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2025-01-02
PKG0163_411,Lahore,18.74,2,Ahmed Ahmed,Ahmed Sheikh,In Transit,2024-12-18
PKG0139_412,Faisalabad,18.44,1,Hamza Qureshi,Ali Hameed,Delivered,2026-03-09
PKG0083_413,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2025-05-19
PKG0034_414,Sialkot,1.99,2,Hassan Butt,Ali Hameed,Pending,2025-01-23
PKG0072_415,Hyderabad,9.82,1,Saad Hameed,Maryam Khan,Delivered,2025-12-25
PKG0100_416,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2025-03-10
PKG0121_417,Quetta,18.29,3,Hamza Javed,Hassan Khan,Out for Delivery,2025-10-26
PKG0105_418,Rawalpindi,2.24,1,Ali Butt,Hassan Raza,Delivered,2026-05-26
PKG0129_419,Lahore,11.37,3,Maryam Ahmed,Sara Ahmed,Delivered,2024-05-28
PKG0125_420,Faisalabad,21.81,2,Ali Malik,Usman Hameed,Pending,2024-03-17
PKG0056_421,Faisalabad,11.07,3,Usman Javed,Bilal Butt,Delivered,2024-10-05
PKG0167_422,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2024-08-08
PKG0149_423,Peshawar,21.46,1,Hussain Butt,Zain Qureshi,Delivered,2024-10-10
PKG0069_424,Quetta,6.25,2,Fatima Raza,Zain Ahmed,Delivered,2025-09-06
PKG0145_425,Rawalpindi,22.78,2,Noor Butt,Bilal Ahmed,Out for Delivery,2025-10-27
PKG0052_426,Quetta,9.1,3,Hussain Raza,Amna Ahmed,Out for Delivery,2025-08-13
PKG0110_427,Quetta,14.62,1,Bilal Hameed,Noor Khan,Out for Delivery,2025-01-06
PKG0075_428,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2024-07-14
PKG0145_429,Rawalpindi,22.78,2,Noor Butt,Bilal Ahmed,Out for Delivery,2025-12-15
PKG0171_430,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2025-01-15
PKG0038_431,Peshawar,7.01,1,Hassan Butt,Bilal Iqbal,Delivered,2024-06-21
PKG0003_432,Peshawar,18.04,3,Usman Hameed,Ali Javed,Out for Delivery,2024-01-05
PKG0115_433,Hyderabad,19.03,3,Ali Butt,Usman Iqbal,Out for Delivery,2024-09-01
PKG0118_434,Karachi,12.71,3,Fatima Ahmed,Zain Ahmed,Delivered,2026-03-25
PKG0154_435,Karachi,0.86,1,Hassan Malik,Ahmed Khan,Delivered,2026-03-17
PKG0010_436,Islamabad,6.11,1,Hassan Javed,Fatima Iqbal,Delivered,2025-05-23
PKG0068_437,Peshawar,21.08,2,Ayesha Qureshi,Zain Raza,Out for Delivery,2025-03-09
PKG0155_438,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2024-08-05
PKG0084_439,Multan,16.71,1,Noor Khan,Hussain Javed,Delivered,2026-05-26
PKG0083_440,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2024-02-19
PKG0088_441,Hyderabad,15.45,2,Zain Butt,Hamza Qureshi,Delivered,2024-11-11
PKG0138_442,Lahore,22.63,3,Fatima Hameed,Hassan Malik,Pending,2026-02-16
PKG0014_443,Karachi,15.87,3,Hamza Khan,Amna Ahmed,Out for Delivery,2025-12-02
PKG0054_444,Multan,8.97,2,Hassan Khan,Ahmed Hameed,Out for Delivery,2025-10-26
PKG0134_445,Quetta,11.69,2,Hussain Hameed,Hassan Sheikh,In Transit,2026-05-17
PKG0154_446,Karachi,0.86,1,Hassan Malik,Ahmed Khan,Delivered,2026-05-12
PKG0025_447,Islamabad,21.56,1,Ahmed Khan,Fatima Ahmed,In Transit,2024-04-24
PKG0096_448,Lahore,20.9,2,Noor Javed,Noor Raza,In Transit,2024-02-25
PKG0148_449,Hyderabad,10.5,2,Sara Ahmed,Amna Qureshi,Pending,2025-07-03
PKG0019_450,Hyderabad,8.44,1,Hamza Javed,Saad Khan,Pending,2026-05-15
PKG0024_451,Hyderabad,14.07,3,Fatima Ahmed,Hussain Khan,In Transit,2024-09-10
PKG0156_452,Lahore,11.57,1,Zain Iqbal,Usman Hameed,Pending,2024-12-21
PKG0109_453,Faisalabad,15.29,1,Ahmed Hameed,Ali Sheikh,Pending,2026-06-02
PKG0073_454,Sialkot,18.81,3,Hamza Sheikh,Amna Sheikh,In Transit,2024-09-20
PKG0149_455,Peshawar,21.46,1,Hussain Butt,Zain Qureshi,Delivered,2024-01-11
PKG0093_456,Sialkot,8.92,3,Noor Iqbal,Zain Javed,Delivered,2025-04-10
PKG0083_457,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2026-04-23
PKG0146_458,Rawalpindi,3.34,1,Ayesha Khan,Ali Raza,In Transit,2024-01-17
PKG0118_459,Karachi,12.71,3,Fatima Ahmed,Zain Ahmed,Delivered,2026-06-15
PKG0100_460,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2025-01-28
PKG0102_461,Multan,7.98,3,Saad Qureshi,Hassan Hameed,Pending,2024-11-14
PKG0077_462,Quetta,18.92,2,Zain Iqbal,Hussain Sheikh,Delivered,2026-04-20
PKG0165_463,Quetta,15.21,2,Bilal Sheikh,Amna Khan,Pending,2025-04-09
PKG0143_464,Sialkot,3.53,2,Hamza Sheikh,Ali Raza,Delivered,2026-03-25
PKG0078_465,Islamabad,25.0,2,Ahmed Qureshi,Ali Javed,In Transit,2024-01-31
PKG0069_466,Quetta,6.25,2,Fatima Raza,Zain Ahmed,Delivered,2025-12-29
PKG0093_467,Sialkot,8.92,3,Noor Iqbal,Zain Javed,Delivered,2025-09-01
PKG0051_468,Peshawar,5.96,3,Fatima Qureshi,Hussain Raza,In Transit,2026-03-08
PKG0090_469,Sialkot,0.75,1,Saad Hameed,Maryam Raza,Pending,2025-11-27
PKG0147_470,Multan,14.89,3,Zain Iqbal,Bilal Javed,In Transit,2024-03-09
PKG0133_471,Quetta,17.1,1,Hassan Khan,Saad Qureshi,Pending,2026-04-02
PKG0136_472,Quetta,0.7,3,Hassan Khan,Amna Sheikh,Pending,2026-01-18
PKG0157_473,Islamabad,1.99,2,Hamza Javed,Hassan Qureshi,Out for Delivery,2025-01-13
PKG0095_474,Peshawar,5.8,2,Ahmed Javed,Hamza Malik,Delivered,2024-10-20
PKG0107_475,Karachi,19.92,3,Hassan Malik,Ahmed Khan,Delivered,2026-03-29
PKG0144_476,Rawalpindi,1.11,3,Sara Iqbal,Ahmed Butt,Delivered,2024-12-18
PKG0071_477,Rawalpindi,10.69,1,Sara Sheikh,Hussain Javed,Out for Delivery,2024-12-25
PKG0015_478,Rawalpindi,13.46,3,Ahmed Sheikh,Sara Hameed,Pending,2026-02-21
PKG0077_479,Quetta,18.92,2,Zain Iqbal,Hussain Sheikh,Delivered,2024-04-21
PKG0040_480,Faisalabad,22.08,1,Fatima Javed,Hassan Malik,Delivered,2025-09-22
PKG0056_481,Faisalabad,11.07,3,Usman Javed,Bilal Butt,Delivered,2025-11-27
PKG0081_482,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2025-10-20
PKG0088_483,Hyderabad,15.45,2,Zain Butt,Hamza Qureshi,Delivered,2024-02-28
PKG0109_484,Faisalabad,15.29,1,Ahmed Hameed,Ali Sheikh,Pending,2026-06-16
PKG0118_485,Karachi,12.71,3,Fatima Ahmed,Zain Ahmed,Delivered,2024-01-07
PKG0125_486,Faisalabad,21.81,2,Ali Malik,Usman Hameed,Pending,2024-06-17
PKG0134_487,Quetta,11.69,2,Hussain Hameed,Hassan Sheikh,In Transit,2024-05-05
PKG0046_488,Faisalabad,14.77,1,Ahmed Malik,Usman Khan,Out for Delivery,2026-04-24
PKG0103_489,Peshawar,6.98,1,Maryam Ahmed,Hamza Butt,In Transit,2024-03-29
PKG0075_490,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2024-09-29
PKG0055_491,Peshawar,6.74,3,Usman Ahmed,Sara Hameed,Out for Delivery,2024-02-09
PKG0158_492,Lahore,22.53,2,Bilal Ahmed,Zain Qureshi,In Transit,2025-04-13
PKG0108_493,Multan,23.6,3,Ahmed Qureshi,Maryam Raza,Out for Delivery,2024-01-28
PKG0100_494,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2026-06-12
PKG0034_495,Sialkot,1.99,2,Hassan Butt,Ali Hameed,Pending,2024-03-05
PKG0017_496,Quetta,24.31,1,Sara Malik,Zain Khan,Pending,2024-04-26
PKG0018_497,Hyderabad,5.37,2,Bilal Raza,Amna Javed,In Transit,2025-02-02
PKG0034_498,Sialkot,1.99,2,Hassan Butt,Ali Hameed,Pending,2025-09-14
PKG0007_499,Quetta,24.64,1,Fatima Ahmed,Ali Butt,Pending,2025-11-11
PKG0023_500,Rawalpindi,22.54,2,Hassan Sheikh,Bilal Iqbal,Pending,2025-05-12
PKG0103_501,Peshawar,6.98,1,Maryam Ahmed,Hamza Butt,In Transit,2025-10-09
PKG0009_502,Sialkot,18.36,1,Saad Ahmed,Noor Malik,Out for Delivery,2026-02-27
PKG0137_503,Peshawar,15.37,2,Noor Qureshi,Amna Raza,In Transit,2024-06-04
PKG0141_504,Quetta,18.79,2,Ayesha Raza,Saad Qureshi,Pending,2024-05-24
PKG0094_505,Quetta,6.15,3,Maryam Qureshi,Hassan Raza,In Transit,2026-06-06
PKG0001_506,Peshawar,5.97,3,Bilal Ahmed,Ali Raza,Pending,2025-06-11
PKG0098_507,Hyderabad,7.47,2,Ayesha Qureshi,Ahmed Khan,Out for Delivery,2026-02-08
PKG0066_508,Rawalpindi,3.77,2,Usman Butt,Saad Ahmed,Delivered,2025-06-04
PKG0147_509,Multan,14.89,3,Zain Iqbal,Bilal Javed,In Transit,2024-01-25
PKG0012_510,Karachi,6.54,3,Saad Qureshi,Ayesha Raza,Delivered,2024-05-13
PKG0145_511,Rawalpindi,22.78,2,Noor Butt,Bilal Ahmed,Out for Delivery,2026-03-20
PKG0151_512,Islamabad,1.74,2,Bilal Butt,Bilal Hameed,In Transit,2025-06-20
PKG0149_513,Peshawar,21.46,1,Hussain Butt,Zain Qureshi,Delivered,2026-01-14
PKG0114_514,Sialkot,20.71,1,Hussain Ahmed,Hamza Sheikh,Out for Delivery,2025-10-13
PKG0119_515,Rawalpindi,6.47,3,Maryam Raza,Sara Qureshi,In Transit,2024-12-23
PKG0174_516,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2024-04-03
PKG0180_517,Multan,21.83,3,Noor Sheikh,Usman Ahmed,Delivered,2024-01-28
PKG0110_518,Quetta,14.62,1,Bilal Hameed,Noor Khan,Out for Delivery,2026-05-03
PKG0129_519,Lahore,11.37,3,Maryam Ahmed,Sara Ahmed,Delivered,2024-01-22
PKG0066_520,Rawalpindi,3.77,2,Usman Butt,Saad Ahmed,Delivered,2024-09-19
PKG0128_521,Islamabad,15.63,1,Bilal Qureshi,Amna Javed,Delivered,2024-10-11
PKG0018_522,Hyderabad,5.37,2,Bilal Raza,Amna Javed,In Transit,2025-12-13
PKG0128_523,Islamabad,15.63,1,Bilal Qureshi,Amna Javed,Delivered,2024-02-23
PKG0020_524,Peshawar,22.01,1,Hussain Raza,Fatima Khan,Pending,2026-03-22
PKG0077_525,Quetta,18.92,2,Zain Iqbal,Hussain Sheikh,Delivered,2024-05-25
PKG0099_526,Lahore,20.64,2,Ayesha Khan,Hassan Qureshi,Out for Delivery,2025-05-25
PKG0071_527,Rawalpindi,10.69,1,Sara Sheikh,Hussain Javed,Out for Delivery,2025-12-25
PKG0057_528,Sialkot,8.08,2,Hussain Ahmed,Maryam Raza,Delivered,2026-05-10
PKG0030_529,Rawalpindi,20.3,3,Hassan Qureshi,Fatima Ahmed,Pending,2024-07-06
PKG0084_530,Multan,16.71,1,Noor Khan,Hussain Javed,Delivered,2024-02-10
PKG0022_531,Sialkot,19.0,3,Usman Hameed,Sara Butt,In Transit,2024-10-24
PKG0115_532,Hyderabad,19.03,3,Ali Butt,Usman Iqbal,Out for Delivery,2026-02-19
PKG0177_533,Rawalpindi,23.07,2,Sara Khan,Sara Khan,Out for Delivery,2025-10-22
PKG0108_534,Multan,23.6,3,Ahmed Qureshi,Maryam Raza,Out for Delivery,2024-11-22
PKG0121_535,Quetta,18.29,3,Hamza Javed,Hassan Khan,Out for Delivery,2025-06-17
PKG0021_536,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2025-02-15
PKG0067_537,Multan,20.85,3,Saad Qureshi,Noor Javed,Out for Delivery,2024-11-17
PKG0019_538,Hyderabad,8.44,1,Hamza Javed,Saad Khan,Pending,2025-07-07
PKG0055_539,Peshawar,6.74,3,Usman Ahmed,Sara Hameed,Out for Delivery,2025-01-13
PKG0174_540,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2026-02-09
PKG0076_541,Karachi,1.73,2,Bilal Sheikh,Ayesha Qureshi,Delivered,2025-01-02
PKG0162_542,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2024-02-16
PKG0043_543,Peshawar,17.34,2,Hassan Hameed,Fatima Iqbal,Out for Delivery,2025-03-03
PKG0044_544,Quetta,1.58,2,Saad Khan,Ahmed Sheikh,In Transit,2025-07-26
PKG0080_545,Hyderabad,23.72,2,Ayesha Qureshi,Bilal Ahmed,Delivered,2026-02-27
PKG0020_546,Peshawar,22.01,1,Hussain Raza,Fatima Khan,Pending,2025-01-30
PKG0150_547,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2025-06-15
PKG0156_548,Lahore,11.57,1,Zain Iqbal,Usman Hameed,Pending,2024-05-19
PKG0066_549,Rawalpindi,3.77,2,Usman Butt,Saad Ahmed,Delivered,2025-06-08
PKG0089_550,Peshawar,9.19,2,Zain Iqbal,Ayesha Qureshi,Delivered,2025-07-01
PKG0069_551,Quetta,6.25,2,Fatima Raza,Zain Ahmed,Delivered,2024-07-15
PKG0168_552,Quetta,17.72,2,Saad Raza,Ali Malik,Delivered,2024-11-01
PKG0180_553,Multan,21.83,3,Noor Sheikh,Usman Ahmed,Delivered,2025-10-19
PKG0174_554,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2024-03-16
PKG0089_555,Peshawar,9.19,2,Zain Iqbal,Ayesha Qureshi,Delivered,2025-08-22
PKG0098_556,Hyderabad,7.47,2,Ayesha Qureshi,Ahmed Khan,Out for Delivery,2026-06-06
PKG0074_557,Islamabad,10.03,3,Fatima Raza,Sara Qureshi,Out for Delivery,2025-04-15
PKG0166_558,Peshawar,21.26,2,Usman Butt,Ayesha Qureshi,Delivered,2024-04-04
PKG0017_559,Quetta,24.31,1,Sara Malik,Zain Khan,Pending,2024-06-08
PKG0053_560,Lahore,21.99,2,Amna Javed,Hussain Khan,In Transit,2024-02-01
PKG0107_561,Karachi,19.92,3,Hassan Malik,Ahmed Khan,Delivered,2024-05-23
PKG0108_562,Multan,23.6,3,Ahmed Qureshi,Maryam Raza,Out for Delivery,2025-10-19
PKG0110_563,Quetta,14.62,1,Bilal Hameed,Noor Khan,Out for Delivery,2025-01-31
PKG0150_564,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2025-08-27
PKG0031_565,Lahore,23.2,1,Bilal Javed,Amna Khan,In Transit,2024-04-02
PKG0164_566,Faisalabad,16.92,2,Ali Hameed,Usman Javed,Delivered,2024-05-31
PKG0154_567,Karachi,0.86,1,Hassan Malik,Ahmed Khan,Delivered,2026-02-21
PKG0044_568,Quetta,1.58,2,Saad Khan,Ahmed Sheikh,In Transit,2025-02-12
PKG0024_569,Hyderabad,14.07,3,Fatima Ahmed,Hussain Khan,In Transit,2024-04-18
PKG0022_570,Sialkot,19.0,3,Usman Hameed,Sara Butt,In Transit,2025-01-30
PKG0037_571,Multan,16.61,3,Noor Khan,Noor Ahmed,Delivered,2025-09-05
PKG0157_572,Islamabad,1.99,2,Hamza Javed,Hassan Qureshi,Out for Delivery,2025-11-19
PKG0084_573,Multan,16.71,1,Noor Khan,Hussain Javed,Delivered,2025-08-27
PKG0073_574,Sialkot,18.81,3,Hamza Sheikh,Amna Sheikh,In Transit,2026-02-14
PKG0167_575,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2025-07-24
PKG0040_576,Faisalabad,22.08,1,Fatima Javed,Hassan Malik,Delivered,2024-04-14
PKG0078_577,Islamabad,25.0,2,Ahmed Qureshi,Ali Javed,In Transit,2024-06-20
PKG0032_578,Islamabad,4.53,1,Zain Qureshi,Fatima Sheikh,Out for Delivery,2026-06-10
PKG0109_579,Faisalabad,15.29,1,Ahmed Hameed,Ali Sheikh,Pending,2025-06-15
PKG0081_580,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2025-11-17
PKG0178_581,Multan,1.01,2,Sara Sheikh,Hassan Ahmed,In Transit,2024-06-13
PKG0101_582,Hyderabad,6.03,3,Usman Sheikh,Noor Hameed,Out for Delivery,2024-05-09
PKG0166_583,Peshawar,21.26,2,Usman Butt,Ayesha Qureshi,Delivered,2024-09-07
PKG0140_584,Karachi,19.77,2,Maryam Sheikh,Ayesha Butt,Delivered,2025-03-11
PKG0019_585,Hyderabad,8.44,1,Hamza Javed,Saad Khan,Pending,2026-03-21
PKG0180_586,Multan,21.83,3,Noor Sheikh,Usman Ahmed,Delivered,2025-01-05
PKG0071_587,Rawalpindi,10.69,1,Sara Sheikh,Hussain Javed,Out for Delivery,2025-07-14
PKG0034_588,Sialkot,1.99,2,Hassan Butt,Ali Hameed,Pending,2025-08-30
PKG0129_589,Lahore,11.37,3,Maryam Ahmed,Sara Ahmed,Delivered,2025-10-18
PKG0160_590,Lahore,21.39,3,Usman Hameed,Sara Ahmed,In Transit,2025-10-02
PKG0125_591,Faisalabad,21.81,2,Ali Malik,Usman Hameed,Pending,2025-03-06
PKG0080_592,Hyderabad,23.72,2,Ayesha Qureshi,Bilal Ahmed,Delivered,2024-05-28
PKG0161_593,Rawalpindi,10.27,3,Zain Butt,Sara Iqbal,Pending,2024-05-01
PKG0004_594,Karachi,17.6,2,Zain Hameed,Hassan Khan,Delivered,2024-11-29
PKG0041_595,Quetta,15.49,3,Ayesha Qureshi,Amna Javed,Pending,2026-02-02
PKG0021_596,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2025-03-01
PKG0042_597,Karachi,6.98,1,Amna Javed,Hassan Ahmed,In Transit,2026-03-03
PKG0118_598,Karachi,12.71,3,Fatima Ahmed,Zain Ahmed,Delivered,2026-05-26
PKG0145_599,Rawalpindi,22.78,2,Noor Butt,Bilal Ahmed,Out for Delivery,2026-01-06
PKG0093_600,Sialkot,8.92,3,Noor Iqbal,Zain Javed,Delivered,2024-11-09
PKG0020_601,Peshawar,22.01,1,Hussain Raza,Fatima Khan,Pending,2025-03-31
PKG0166_602,Peshawar,21.26,2,Usman Butt,Ayesha Qureshi,Delivered,2024-01-24
PKG0118_603,Karachi,12.71,3,Fatima Ahmed,Zain Ahmed,Delivered,2025-05-24
PKG0021_604,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2024-08-05
PKG0060_605,Rawalpindi,11.32,3,Noor Hameed,Bilal Iqbal,In Transit,2026-06-03
PKG0167_606,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2025-12-01
PKG0102_607,Multan,7.98,3,Saad Qureshi,Hassan Hameed,Pending,2025-09-17
PKG0166_608,Peshawar,21.26,2,Usman Butt,Ayesha Qureshi,Delivered,2024-03-30
PKG0096_609,Lahore,20.9,2,Noor Javed,Noor Raza,In Transit,2025-04-18
PKG0166_610,Peshawar,21.26,2,Usman Butt,Ayesha Qureshi,Delivered,2025-09-18
PKG0178_611,Multan,1.01,2,Sara Sheikh,Hassan Ahmed,In Transit,2026-02-06
PKG0081_612,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2025-02-28
PKG0043_613,Peshawar,17.34,2,Hassan Hameed,Fatima Iqbal,Out for Delivery,2024-05-04
PKG0002_614,Multan,1.28,1,Maryam Javed,Ahmed Hameed,In Transit,2026-01-19
PKG0165_615,Quetta,15.21,2,Bilal Sheikh,Amna Khan,Pending,2026-05-23
PKG0116_616,Karachi,23.23,2,Ali Butt,Hassan Javed,Out for Delivery,2024-10-16
PKG0119_617,Rawalpindi,6.47,3,Maryam Raza,Sara Qureshi,In Transit,2025-02-11
PKG0057_618,Sialkot,8.08,2,Hussain Ahmed,Maryam Raza,Delivered,2025-07-06
PKG0180_619,Multan,21.83,3,Noor Sheikh,Usman Ahmed,Delivered,2024-07-18
PKG0029_620,Peshawar,13.64,1,Amna Ahmed,Fatima Butt,Out for Delivery,2024-11-30
PKG0101_621,Hyderabad,6.03,3,Usman Sheikh,Noor Hameed,Out for Delivery,2024-09-17
PKG0043_622,Peshawar,17.34,2,Hassan Hameed,Fatima Iqbal,Out for Delivery,2024-07-28
PKG0142_623,Multan,24.2,3,Ahmed Malik,Hamza Butt,Delivered,2026-05-19
PKG0114_624,Sialkot,20.71,1,Hussain Ahmed,Hamza Sheikh,Out for Delivery,2025-11-13
PKG0103_625,Peshawar,6.98,1,Maryam Ahmed,Hamza Butt,In Transit,2025-02-08
PKG0136_626,Quetta,0.7,3,Hassan Khan,Amna Sheikh,Pending,2024-11-30
PKG0037_627,Multan,16.61,3,Noor Khan,Noor Ahmed,Delivered,2024-03-18
PKG0028_628,Lahore,1.99,3,Sara Sheikh,Zain Khan,Delivered,2026-03-15
PKG0120_629,Lahore,7.27,2,Fatima Hameed,Usman Malik,Delivered,2024-10-14
PKG0093_630,Sialkot,8.92,3,Noor Iqbal,Zain Javed,Delivered,2025-06-23
PKG0097_631,Karachi,7.22,1,Ayesha Raza,Ali Javed,Delivered,2024-01-19
PKG0106_632,Multan,3.31,1,Hamza Hameed,Bilal Butt,In Transit,2025-03-06
PKG0075_633,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2024-10-26
PKG0082_634,Hyderabad,17.1,2,Noor Khan,Saad Raza,Out for Delivery,2026-04-30
PKG0063_635,Rawalpindi,10.65,3,Fatima Qureshi,Noor Ahmed,In Transit,2025-08-25
PKG0134_636,Quetta,11.69,2,Hussain Hameed,Hassan Sheikh,In Transit,2024-07-15
PKG0072_637,Hyderabad,9.82,1,Saad Hameed,Maryam Khan,Delivered,2026-05-15
PKG0100_638,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2026-01-12
PKG0173_639,Sialkot,3.29,2,Zain Sheikh,Hassan Butt,Pending,2025-06-10
PKG0031_640,Lahore,23.2,1,Bilal Javed,Amna Khan,In Transit,2025-09-20
PKG0088_641,Hyderabad,15.45,2,Zain Butt,Hamza Qureshi,Delivered,2025-12-23
PKG0138_642,Lahore,22.63,3,Fatima Hameed,Hassan Malik,Pending,2025-11-22
PKG0078_643,Islamabad,25.0,2,Ahmed Qureshi,Ali Javed,In Transit,2024-10-25
PKG0063_644,Rawalpindi,10.65,3,Fatima Qureshi,Noor Ahmed,In Transit,2025-02-26
PKG0137_645,Peshawar,15.37,2,Noor Qureshi,Amna Raza,In Transit,2026-02-25
PKG0048_646,Hyderabad,18.86,1,Hamza Javed,Saad Sheikh,In Transit,2025-06-06
PKG0068_647,Peshawar,21.08,2,Ayesha Qureshi,Zain Raza,Out for Delivery,2024-03-19
PKG0056_648,Faisalabad,11.07,3,Usman Javed,Bilal Butt,Delivered,2025-07-17
PKG0162_649,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2024-02-10
PKG0060_650,Rawalpindi,11.32,3,Noor Hameed,Bilal Iqbal,In Transit,2026-03-25
PKG0025_651,Islamabad,21.56,1,Ahmed Khan,Fatima Ahmed,In Transit,2026-06-13
PKG0150_652,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2025-10-01
PKG0133_653,Quetta,17.1,1,Hassan Khan,Saad Qureshi,Pending,2024-05-15
PKG0083_654,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2026-01-18
PKG0097_655,Karachi,7.22,1,Ayesha Raza,Ali Javed,Delivered,2025-07-24
PKG0094_656,Quetta,6.15,3,Maryam Qureshi,Hassan Raza,In Transit,2024-05-20
PKG0042_657,Karachi,6.98,1,Amna Javed,Hassan Ahmed,In Transit,2024-11-25
PKG0046_658,Faisalabad,14.77,1,Ahmed Malik,Usman Khan,Out for Delivery,2025-03-15
PKG0012_659,Karachi,6.54,3,Saad Qureshi,Ayesha Raza,Delivered,2025-12-20
PKG0044_660,Quetta,1.58,2,Saad Khan,Ahmed Sheikh,In Transit,2024-01-24
PKG0162_661,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2025-05-21
PKG0004_662,Karachi,17.6,2,Zain Hameed,Hassan Khan,Delivered,2024-06-12
PKG0074_663,Islamabad,10.03,3,Fatima Raza,Sara Qureshi,Out for Delivery,2024-03-14
PKG0082_664,Hyderabad,17.1,2,Noor Khan,Saad Raza,Out for Delivery,2026-02-02
PKG0106_665,Multan,3.31,1,Hamza Hameed,Bilal Butt,In Transit,2024-02-19
PKG0038_666,Peshawar,7.01,1,Hassan Butt,Bilal Iqbal,Delivered,2026-05-27
PKG0032_667,Islamabad,4.53,1,Zain Qureshi,Fatima Sheikh,Out for Delivery,2025-06-07
PKG0017_668,Quetta,24.31,1,Sara Malik,Zain Khan,Pending,2025-10-01
PKG0140_669,Karachi,19.77,2,Maryam Sheikh,Ayesha Butt,Delivered,2024-09-07
PKG0135_670,Multan,14.51,3,Amna Qureshi,Ahmed Butt,Delivered,2025-01-13
PKG0090_671,Sialkot,0.75,1,Saad Hameed,Maryam Raza,Pending,2024-11-30
PKG0081_672,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2025-08-15
